Year,Month,Sector,Report_Type,Province,Count,Amount,Date,Postal_Code_Prefix
2017,11,Life Insurance,Suspicious Transaction Report,Yukon,13,3439.03,2017-11-01,V0Y
2015,4,Securities Dealers,Large Cash Transaction Report,Ontario,6,228.17,2015-04-01,G2A
2017,2,Life Insurance,Suspicious Transaction Report,Nova Scotia,10,24059.7,2017-02-01,R3T
2020,3,Securities Dealers,Suspicious Transaction Report,Saskatchewan,12,35507.77,2020-03-01,R8N
2021,10,Money Services Businesses,Suspicious Transaction Report,Manitoba,11,2831.36,2021-10-01,C1G
2023,6,Money Services Businesses,Large Cash Transaction Report,New Brunswick,10,2453.4,2023-06-01,L0A
2019,4,Banking,Casino Disbursement Report,New Brunswick,6,7574.03,2019-04-01,K2K
2019,3,Securities Dealers,Casino Disbursement Report,Northwest Territories,6,1219.38,2019-03-01,N5T
2017,1,Real Estate,Large Cash Transaction Report,Ontario,9,65454.27,2017-01-01,X4J
2017,12,Casinos,Large Cash Transaction Report,Nova Scotia,6,816.67,2017-12-01,B8M
2023,11,Banking,Large Cash Transaction Report,Northwest Territories,9,13014.02,2023-11-01,V1J
2017,11,Securities Dealers,Suspicious Transaction Report,Quebec,9,9050.36,2017-11-01,P7L
2017,11,Securities Dealers,Suspicious Transaction Report,Yukon,8,12580.5,2017-11-01,A6W
2023,3,Securities Dealers,Suspicious Transaction Report,Alberta,8,4546.27,2023-03-01,B1L
2018,1,Accountants,Suspicious Transaction Report,Ontario,7,38975.88,2018-01-01,Y9B
2020,4,Securities Dealers,Suspicious Transaction Report,Quebec,6,5435.88,2020-04-01,M9M
2015,12,Real Estate,Large Cash Transaction Report,Yukon,8,1965.09,2015-12-01,J1P
2016,4,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,11,151.48,2016-04-01,C7W
2017,11,Banking,Suspicious Transaction Report,Newfoundland and Labrador,9,4033.34,2017-11-01,L0Y
2016,12,Money Services Businesses,Large Cash Transaction Report,Nunavut,8,139.0,2016-12-01,V4N
2024,1,Money Services Businesses,Large Cash Transaction Report,Ontario,11,7116.65,2024-01-01,Y8C
2017,7,Life Insurance,Suspicious Transaction Report,Nova Scotia,10,19630.16,2017-07-01,L8K
2019,5,Banking,Electronic Funds Transfer Report,Alberta,10,6274.31,2019-05-01,A6N
2015,1,Banking,Large Cash Transaction Report,Nova Scotia,5,619.64,2015-01-01,G6Z
2015,5,Life Insurance,Suspicious Transaction Report,Nova Scotia,6,3474.66,2015-05-01,H8G
2021,12,Securities Dealers,Casino Disbursement Report,Northwest Territories,9,695.95,2021-12-01,G5V
2023,7,Casinos,Suspicious Transaction Report,Yukon,8,52874.92,2023-07-01,L6K
2023,6,Securities Dealers,Large Cash Transaction Report,Prince Edward Island,14,1845.95,2023-06-01,H8T
2021,10,Banking,Suspicious Transaction Report,British Columbia,7,263.63,2021-10-01,R1L
2016,5,Money Services Businesses,Suspicious Transaction Report,Yukon,8,24982.24,2016-05-01,A5G
2021,8,Securities Dealers,Suspicious Transaction Report,Quebec,7,6021.9,2021-08-01,T0V
2023,9,Banking,Large Cash Transaction Report,British Columbia,9,6468.69,2023-09-01,S8N
2021,1,Banking,Large Cash Transaction Report,Manitoba,5,37606.95,2021-01-01,X3M
2016,6,Banking,Casino Disbursement Report,Yukon,9,4444.36,2016-06-01,J2N
2021,2,Banking,Large Cash Transaction Report,New Brunswick,12,1802.59,2021-02-01,R8H
2018,8,Money Services Businesses,Casino Disbursement Report,Northwest Territories,13,31061.2,2018-08-01,V4L
2022,5,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,9,3719.4,2022-05-01,G9K
2017,1,Banking,Suspicious Transaction Report,Alberta,8,6978.91,2017-01-01,P0Z
2019,5,Money Services Businesses,Suspicious Transaction Report,Saskatchewan,14,18550.89,2019-05-01,B5W
2017,10,Real Estate,Electronic Funds Transfer Report,Alberta,10,28857.38,2017-10-01,H5Y
2021,5,Money Services Businesses,Suspicious Transaction Report,Newfoundland and Labrador,8,8322.42,2021-05-01,P4E
2017,2,Life Insurance,Casino Disbursement Report,Manitoba,11,4930.38,2017-02-01,H1Z
2024,4,Banking,Suspicious Transaction Report,Quebec,8,604.99,2024-04-01,S7V
2019,6,Banking,Electronic Funds Transfer Report,Ontario,7,28348.85,2019-06-01,V0N
2015,1,Securities Dealers,Large Cash Transaction Report,Manitoba,10,9747.04,2015-01-01,R4P
2018,11,Life Insurance,Large Cash Transaction Report,New Brunswick,13,11487.02,2018-11-01,C6T
2020,9,Money Services Businesses,Casino Disbursement Report,Northwest Territories,15,13198.27,2020-09-01,N5V
2016,7,Accountants,Electronic Funds Transfer Report,Northwest Territories,12,13560.79,2016-07-01,N1Y
2020,6,Money Services Businesses,Casino Disbursement Report,Yukon,11,500.2,2020-06-01,H8P
2024,1,Securities Dealers,Large Cash Transaction Report,Saskatchewan,12,8331.93,2024-01-01,C3A
2021,8,Life Insurance,Casino Disbursement Report,Northwest Territories,14,1973.21,2021-08-01,M3E
2022,8,Banking,Large Cash Transaction Report,Nunavut,12,1650.99,2022-08-01,H9K
2017,4,Real Estate,Electronic Funds Transfer Report,Nova Scotia,10,2614.15,2017-04-01,J8X
2024,4,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,11,23172.64,2024-04-01,E1S
2017,1,Banking,Electronic Funds Transfer Report,Alberta,12,18631.03,2017-01-01,H4P
2019,9,Banking,Large Cash Transaction Report,Manitoba,10,52988.03,2019-09-01,P6M
2017,8,Notaries,Electronic Funds Transfer Report,Newfoundland and Labrador,10,10838.92,2017-08-01,A1T
2023,10,Money Services Businesses,Large Cash Transaction Report,British Columbia,12,11.59,2023-10-01,K9L
2021,7,Banking,Electronic Funds Transfer Report,Ontario,8,205.62,2021-07-01,C0E
2019,2,Banking,Suspicious Transaction Report,New Brunswick,10,1594.19,2019-02-01,P5S
2019,7,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,11,14599.21,2019-07-01,A3M
2015,4,Banking,Large Cash Transaction Report,Northwest Territories,14,3401.23,2015-04-01,C3X
2023,3,Banking,Electronic Funds Transfer Report,Prince Edward Island,18,776.19,2023-03-01,L8Y
2016,11,Life Insurance,Large Cash Transaction Report,Northwest Territories,13,12657.15,2016-11-01,T0Y
2021,12,Life Insurance,Large Cash Transaction Report,Nunavut,9,3012.2,2021-12-01,B6Z
2021,10,Notaries,Suspicious Transaction Report,Prince Edward Island,7,11058.84,2021-10-01,X8S
2016,4,Banking,Electronic Funds Transfer Report,Alberta,5,4476.68,2016-04-01,G8C
2022,10,Real Estate,Suspicious Transaction Report,Yukon,11,36780.3,2022-10-01,M3P
2022,6,Banking,Electronic Funds Transfer Report,Nunavut,8,6445.79,2022-06-01,R7J
2023,7,Banking,Large Cash Transaction Report,Saskatchewan,10,7666.01,2023-07-01,K6Z
2016,2,Banking,Suspicious Transaction Report,Nova Scotia,7,10473.84,2016-02-01,G0K
2015,7,Notaries,Casino Disbursement Report,Nova Scotia,9,49231.23,2015-07-01,K8T
2023,10,Notaries,Suspicious Transaction Report,New Brunswick,5,32351.8,2023-10-01,A5P
2017,2,Real Estate,Suspicious Transaction Report,Saskatchewan,6,46032.17,2017-02-01,R9L
2024,11,Banking,Suspicious Transaction Report,Nova Scotia,15,1018.39,2024-11-01,B2Z
2016,2,Real Estate,Casino Disbursement Report,Newfoundland and Labrador,12,1137.66,2016-02-01,J9X
2024,1,Money Services Businesses,Electronic Funds Transfer Report,Saskatchewan,11,20975.35,2024-01-01,B8T
2016,11,Banking,Casino Disbursement Report,Yukon,11,4263.59,2016-11-01,V0X
2016,7,Banking,Suspicious Transaction Report,Quebec,10,26112.02,2016-07-01,J1G
2022,1,Money Services Businesses,Suspicious Transaction Report,Alberta,13,4217.95,2022-01-01,J1J
2017,3,Real Estate,Large Cash Transaction Report,Manitoba,6,5835.63,2017-03-01,J7G
2015,11,Real Estate,Large Cash Transaction Report,New Brunswick,5,4129.65,2015-11-01,K5C
2022,8,Securities Dealers,Electronic Funds Transfer Report,Alberta,12,2568.01,2022-08-01,S5G
2016,1,Securities Dealers,Large Cash Transaction Report,Ontario,12,841.14,2016-01-01,R7H
2020,12,Money Services Businesses,Suspicious Transaction Report,Ontario,8,921.27,2020-12-01,S7P
2022,6,Life Insurance,Suspicious Transaction Report,Quebec,11,1669.12,2022-06-01,N7K
2024,12,Banking,Large Cash Transaction Report,New Brunswick,12,5320.99,2024-12-01,J6J
2023,2,Life Insurance,Suspicious Transaction Report,British Columbia,7,4146.51,2023-02-01,A0X
2015,9,Banking,Casino Disbursement Report,Saskatchewan,6,1476.07,2015-09-01,V3K
2023,2,Securities Dealers,Casino Disbursement Report,Nova Scotia,17,11709.05,2023-02-01,H8X
2022,6,Banking,Electronic Funds Transfer Report,Northwest Territories,13,11217.91,2022-06-01,E9P
2020,4,Money Services Businesses,Suspicious Transaction Report,Ontario,9,2719.89,2020-04-01,B4L
2019,9,Banking,Suspicious Transaction Report,Manitoba,6,21122.9,2019-09-01,S2M
2020,1,Casinos,Large Cash Transaction Report,Quebec,11,548.95,2020-01-01,M1A
2016,1,Money Services Businesses,Electronic Funds Transfer Report,Nova Scotia,7,22074.47,2016-01-01,Y0V
2017,10,Notaries,Casino Disbursement Report,Nunavut,9,20608.06,2017-10-01,X2H
2023,3,Banking,Electronic Funds Transfer Report,Nunavut,15,773.86,2023-03-01,V0Z
2017,11,Money Services Businesses,Suspicious Transaction Report,Yukon,6,18856.35,2017-11-01,G2Z
2024,6,Accountants,Casino Disbursement Report,British Columbia,12,1589.14,2024-06-01,M7H
2021,3,Banking,Suspicious Transaction Report,Newfoundland and Labrador,12,12486.35,2021-03-01,M8A
2018,7,Banking,Electronic Funds Transfer Report,Ontario,8,5747.58,2018-07-01,C6W
2023,9,Money Services Businesses,Large Cash Transaction Report,Quebec,7,9511.88,2023-09-01,B9Y
2018,12,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,10,16681.78,2018-12-01,H0C
2024,10,Banking,Large Cash Transaction Report,Nova Scotia,9,2129.71,2024-10-01,E6T
2024,2,Notaries,Electronic Funds Transfer Report,British Columbia,12,5211.81,2024-02-01,X1S
2020,4,Life Insurance,Large Cash Transaction Report,Northwest Territories,13,1153.45,2020-04-01,K2Y
2016,3,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,12,6203.29,2016-03-01,V8W
2021,6,Banking,Suspicious Transaction Report,Manitoba,4,34946.77,2021-06-01,J7P
2017,5,Banking,Electronic Funds Transfer Report,Quebec,14,9539.58,2017-05-01,E9T
2015,12,Banking,Casino Disbursement Report,Prince Edward Island,9,12041.09,2015-12-01,A3V
2021,3,Securities Dealers,Large Cash Transaction Report,Ontario,5,14913.28,2021-03-01,N0T
2019,9,Securities Dealers,Casino Disbursement Report,Saskatchewan,7,1255.53,2019-09-01,C6P
2021,12,Banking,Suspicious Transaction Report,Alberta,6,5416.09,2021-12-01,J6K
2015,8,Casinos,Electronic Funds Transfer Report,Quebec,14,82.49,2015-08-01,J0G
2019,3,Securities Dealers,Suspicious Transaction Report,Ontario,11,1358.52,2019-03-01,B5Y
2016,10,Banking,Large Cash Transaction Report,Nova Scotia,10,9918.85,2016-10-01,C0A
2015,5,Life Insurance,Large Cash Transaction Report,Alberta,10,4890.85,2015-05-01,B1C
2020,5,Banking,Large Cash Transaction Report,Ontario,7,17371.08,2020-05-01,J1N
2019,5,Life Insurance,Large Cash Transaction Report,Yukon,11,14641.2,2019-05-01,R3E
2018,8,Life Insurance,Suspicious Transaction Report,Prince Edward Island,10,8684.1,2018-08-01,H6V
2015,3,Notaries,Casino Disbursement Report,Ontario,10,6262.07,2015-03-01,T6M
2019,3,Banking,Suspicious Transaction Report,Nova Scotia,4,6644.91,2019-03-01,M9H
2021,8,Banking,Large Cash Transaction Report,Manitoba,9,12894.33,2021-08-01,P9L
2015,9,Banking,Electronic Funds Transfer Report,Ontario,16,13969.53,2015-09-01,G7H
2018,5,Banking,Electronic Funds Transfer Report,Northwest Territories,11,16536.36,2018-05-01,K1A
2020,10,Real Estate,Electronic Funds Transfer Report,Newfoundland and Labrador,8,3586.73,2020-10-01,E0L
2022,8,Life Insurance,Large Cash Transaction Report,British Columbia,11,6846.29,2022-08-01,Y4C
2021,5,Accountants,Large Cash Transaction Report,Prince Edward Island,13,3401.49,2021-05-01,K1S
2021,12,Banking,Large Cash Transaction Report,Ontario,8,15112.41,2021-12-01,B5L
2022,4,Real Estate,Large Cash Transaction Report,Yukon,10,9772.64,2022-04-01,L7H
2021,2,Banking,Large Cash Transaction Report,Quebec,6,2841.63,2021-02-01,N6B
2018,11,Casinos,Electronic Funds Transfer Report,Prince Edward Island,15,8707.39,2018-11-01,T4Y
2020,4,Banking,Large Cash Transaction Report,Saskatchewan,9,4428.43,2020-04-01,J3H
2016,2,Life Insurance,Electronic Funds Transfer Report,British Columbia,5,10898.92,2016-02-01,N8K
2022,7,Banking,Large Cash Transaction Report,Prince Edward Island,12,5032.01,2022-07-01,H4A
2017,7,Banking,Suspicious Transaction Report,New Brunswick,7,3884.8,2017-07-01,H1V
2018,9,Life Insurance,Electronic Funds Transfer Report,Ontario,7,2705.09,2018-09-01,E1P
2016,12,Real Estate,Electronic Funds Transfer Report,Ontario,16,6396.67,2016-12-01,R1B
2023,4,Life Insurance,Suspicious Transaction Report,New Brunswick,13,2536.36,2023-04-01,C2L
2016,5,Banking,Electronic Funds Transfer Report,Northwest Territories,8,12560.73,2016-05-01,C6A
2020,11,Securities Dealers,Large Cash Transaction Report,Ontario,9,8748.97,2020-11-01,C3W
2017,4,Banking,Suspicious Transaction Report,Northwest Territories,12,5626.43,2017-04-01,P3K
2020,4,Real Estate,Suspicious Transaction Report,Alberta,9,37541.41,2020-04-01,S9J
2018,5,Banking,Suspicious Transaction Report,Northwest Territories,5,4374.87,2018-05-01,K4M
2022,3,Casinos,Electronic Funds Transfer Report,Yukon,7,37414.0,2022-03-01,T2Z
2017,9,Money Services Businesses,Suspicious Transaction Report,Yukon,6,1371.6,2017-09-01,V5Z
2022,7,Money Services Businesses,Suspicious Transaction Report,Saskatchewan,2,3784.33,2022-07-01,L8V
2017,1,Real Estate,Suspicious Transaction Report,Ontario,14,10023.42,2017-01-01,C6N
2019,1,Money Services Businesses,Suspicious Transaction Report,Alberta,11,8694.35,2019-01-01,Y0S
2016,1,Banking,Large Cash Transaction Report,Yukon,12,9598.55,2016-01-01,X4B
2020,3,Banking,Large Cash Transaction Report,Manitoba,16,29107.99,2020-03-01,G3L
2021,9,Banking,Suspicious Transaction Report,Yukon,9,8473.4,2021-09-01,A9B
2022,8,Securities Dealers,Electronic Funds Transfer Report,Ontario,15,22197.94,2022-08-01,S1V
2018,9,Banking,Suspicious Transaction Report,Quebec,13,4599.01,2018-09-01,G2A
2023,5,Money Services Businesses,Large Cash Transaction Report,Quebec,9,194.82,2023-05-01,Y4P
2016,7,Banking,Suspicious Transaction Report,Saskatchewan,15,37870.1,2016-07-01,G5N
2022,10,Real Estate,Electronic Funds Transfer Report,Quebec,9,1366.26,2022-10-01,K0B
2020,9,Life Insurance,Suspicious Transaction Report,Saskatchewan,5,343.75,2020-09-01,C6A
2018,5,Real Estate,Large Cash Transaction Report,Newfoundland and Labrador,13,3744.72,2018-05-01,R2A
2016,8,Banking,Large Cash Transaction Report,Quebec,6,14426.61,2016-08-01,A2H
2018,8,Life Insurance,Suspicious Transaction Report,Nova Scotia,9,5675.15,2018-08-01,P4N
2017,3,Real Estate,Electronic Funds Transfer Report,Northwest Territories,8,3226.77,2017-03-01,E7P
2018,5,Banking,Large Cash Transaction Report,Ontario,9,2337.32,2018-05-01,X5G
2018,8,Notaries,Large Cash Transaction Report,Newfoundland and Labrador,14,3421.97,2018-08-01,R1C
2021,10,Banking,Suspicious Transaction Report,Alberta,11,100.66,2021-10-01,J0J
2015,3,Banking,Large Cash Transaction Report,Manitoba,7,9.01,2015-03-01,G4S
2023,3,Securities Dealers,Suspicious Transaction Report,Alberta,14,5288.8,2023-03-01,X2X
2019,6,Banking,Large Cash Transaction Report,Prince Edward Island,9,1534.1,2019-06-01,T0B
2017,7,Real Estate,Suspicious Transaction Report,Newfoundland and Labrador,9,111.7,2017-07-01,T5Y
2021,7,Banking,Electronic Funds Transfer Report,Ontario,13,14260.03,2021-07-01,S4X
2021,6,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,4,22448.52,2021-06-01,B2W
2022,7,Money Services Businesses,Electronic Funds Transfer Report,Saskatchewan,13,1212.05,2022-07-01,C2V
2024,7,Life Insurance,Electronic Funds Transfer Report,Yukon,9,3564.32,2024-07-01,C3L
2018,4,Banking,Casino Disbursement Report,Nunavut,11,7295.19,2018-04-01,H4K
2023,8,Life Insurance,Casino Disbursement Report,Manitoba,14,1769.83,2023-08-01,T3E
2016,8,Banking,Casino Disbursement Report,New Brunswick,9,6565.29,2016-08-01,K5K
2020,2,Life Insurance,Electronic Funds Transfer Report,Quebec,10,24956.63,2020-02-01,A4S
2017,10,Casinos,Suspicious Transaction Report,Nunavut,11,1249.45,2017-10-01,P7S
2022,5,Banking,Large Cash Transaction Report,Alberta,8,15987.6,2022-05-01,P5J
2022,2,Banking,Suspicious Transaction Report,Manitoba,13,34071.77,2022-02-01,C2S
2020,3,Money Services Businesses,Large Cash Transaction Report,New Brunswick,12,22600.8,2020-03-01,R0H
2018,3,Banking,Large Cash Transaction Report,Yukon,14,3870.69,2018-03-01,C2K
2022,5,Banking,Casino Disbursement Report,Ontario,11,2467.89,2022-05-01,A1G
2020,8,Banking,Casino Disbursement Report,Nova Scotia,9,8039.8,2020-08-01,N5E
2023,3,Securities Dealers,Suspicious Transaction Report,New Brunswick,11,15224.85,2023-03-01,H3G
2021,7,Banking,Large Cash Transaction Report,Ontario,9,19827.76,2021-07-01,L6C
2023,5,Securities Dealers,Large Cash Transaction Report,Manitoba,12,18166.56,2023-05-01,Y4L
2022,12,Securities Dealers,Large Cash Transaction Report,Saskatchewan,10,27927.86,2022-12-01,L6Y
2018,10,Life Insurance,Large Cash Transaction Report,Prince Edward Island,14,6139.51,2018-10-01,M6P
2020,10,Casinos,Casino Disbursement Report,Manitoba,14,4993.08,2020-10-01,J3W
2021,10,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,10,6394.11,2021-10-01,V8X
2018,4,Securities Dealers,Suspicious Transaction Report,Alberta,9,1279.93,2018-04-01,T7G
2018,2,Banking,Suspicious Transaction Report,Quebec,9,4497.22,2018-02-01,H7N
2024,6,Money Services Businesses,Electronic Funds Transfer Report,Newfoundland and Labrador,7,100.51,2024-06-01,R4Z
2017,4,Casinos,Large Cash Transaction Report,Quebec,6,449.61,2017-04-01,P8R
2024,4,Life Insurance,Large Cash Transaction Report,Quebec,10,11699.14,2024-04-01,L9C
2020,5,Banking,Casino Disbursement Report,Nunavut,11,21048.31,2020-05-01,M4N
2016,9,Real Estate,Suspicious Transaction Report,Saskatchewan,10,14117.98,2016-09-01,T3T
2018,1,Life Insurance,Large Cash Transaction Report,Newfoundland and Labrador,10,2704.88,2018-01-01,M3J
2022,5,Banking,Casino Disbursement Report,Manitoba,8,11009.46,2022-05-01,S5X
2017,5,Life Insurance,Large Cash Transaction Report,Prince Edward Island,9,13169.67,2017-05-01,B4L
2022,2,Banking,Large Cash Transaction Report,Quebec,7,5410.29,2022-02-01,T2V
2021,3,Securities Dealers,Suspicious Transaction Report,Nunavut,5,8172.86,2021-03-01,L1A
2021,4,Banking,Suspicious Transaction Report,Saskatchewan,15,4181.28,2021-04-01,J3L
2023,1,Banking,Suspicious Transaction Report,Ontario,6,7746.5,2023-01-01,R9B
2018,10,Life Insurance,Large Cash Transaction Report,Prince Edward Island,11,1802.81,2018-10-01,E3G
2022,3,Real Estate,Large Cash Transaction Report,Prince Edward Island,11,2261.82,2022-03-01,E0M
2016,1,Banking,Casino Disbursement Report,British Columbia,5,3932.78,2016-01-01,Y8C
2017,1,Banking,Suspicious Transaction Report,British Columbia,8,4016.65,2017-01-01,P5K
2018,9,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,13,10871.46,2018-09-01,E8Z
2023,4,Real Estate,Suspicious Transaction Report,Saskatchewan,16,15130.86,2023-04-01,S5N
2015,4,Banking,Electronic Funds Transfer Report,Alberta,19,10333.04,2015-04-01,N1B
